sid,cohort-all,cohort-easy,cohort-hard,cohort-cls0,cohort-cls1,cohort-cls2,cohort-cls3,cohort-cls4
411_13-025,True,True,False,True,False,False,False,False
411_13-026,True,True,False,True,False,False,False,False
411_13-027,True,True,False,True,False,False,False,False
411_13-028,True,True,False,True,False,False,False,False
411_13-029,True,True,False,True,False,False,False,False
411_13-030,True,True,False,True,False,False,False,False
411_13-031,True,True,False,True,False,False,False,False
411_13-032,True,True,False,True,False,False,False,False
411_13-033,True,True,False,True,False,False,False,False
411_13-034,True,True,False,True,False,False,False,False
411_13-035,True,True,False,True,False,False,False,False
411_13-036,True,True,False,True,False,False,False,False
411_13-037,True,True,False,True,False,False,False,False
411_13-038,True,True,False,True,False,False,False,False
411_13-039,True,True,False,True,False,False,False,False
411_13-040,True,True,False,True,False,False,False,False
411_13-041,True,True,False,True,False,False,False,False
411_13-042,True,True,False,True,False,False,False,False
411_13-043,True,True,False,True,False,False,False,False
411_13-044,True,True,False,True,False,False,False,False
411_13-045,True,True,False,True,False,False,False,False
411_13-046,True,True,False,True,False,False,False,False
411_13-047,True,True,False,True,False,False,False,False
411_13-048,True,True,False,True,False,False,False,False
411_13-049,True,True,False,True,False,False,False,False
411_13-050,True,True,False,True,False,False,False,False
411_13-051,True,True,False,True,False,False,False,False
411_13-052,True,True,False,True,False,False,False,False
411_13-053,True,True,False,True,False,False,False,False
411_13-054,True,True,False,True,False,False,False,False
411_13-055,True,True,False,True,False,False,False,False
411_13-056,True,True,False,True,False,False,False,False
411_13-057,True,True,False,True,False,False,False,False
411_13-058,True,True,False,True,False,False,False,False
411_13-059,True,True,False,True,False,False,False,False
411_13-060,True,True,False,True,False,False,False,False
411_13-061,True,True,False,True,False,False,False,False
411_13-062,True,True,False,True,False,False,False,False
411_13-063,True,True,False,True,False,False,False,False
411_13-064,True,True,False,True,False,False,False,False
411_13-065,True,True,False,True,False,False,False,False
411_13-066,True,True,False,True,False,False,False,False
411_13-067,True,True,False,True,False,False,False,False
411_13-068,True,True,False,True,False,False,False,False
411_13-069,True,True,False,True,False,False,False,False
411_13-070,True,True,False,True,False,False,False,False
411_13-071,True,True,False,True,False,False,False,False
411_13-072,True,True,False,True,False,False,False,False
411_13-073,True,True,False,True,False,False,False,False
411_13-074,True,True,False,True,False,False,False,False
411_13-075,True,True,False,True,False,False,False,False
411_13-076,True,True,False,True,False,False,False,False
411_13-077,True,True,False,True,False,False,False,False
411_13-078,True,True,False,True,False,False,False,False
411_13-079,True,True,False,True,False,False,False,False
411_13-080,True,True,False,True,False,False,False,False
411_14-000,True,True,False,True,False,False,False,False
411_14-001,True,True,False,True,False,False,False,False
411_14-002,True,True,False,True,False,False,False,False
411_14-003,True,True,False,True,False,False,False,False
411_14-004,True,True,False,True,False,False,False,False
411_14-005,True,True,False,True,False,False,False,False
411_14-006,True,True,False,True,False,False,False,False
411_14-007,True,True,False,True,False,False,False,False
411_14-008,True,True,False,True,False,False,False,False
411_14-009,True,True,False,True,False,False,False,False
411_14-010,True,True,False,True,False,False,False,False
411_14-011,True,True,False,True,False,False,False,False
411_14-012,True,True,False,True,False,False,False,False
411_14-013,True,True,False,True,False,False,False,False
411_14-014,True,True,False,True,False,False,False,False
411_14-015,True,True,False,True,False,False,False,False
411_14-016,True,True,False,True,False,False,False,False
411_14-017,True,True,False,True,False,False,False,False
411_14-018,True,True,False,True,False,False,False,False
411_14-019,True,True,False,True,False,False,False,False
411_14-020,True,True,False,True,False,False,False,False
411_14-021,True,True,False,True,False,False,False,False
411_14-022,True,True,False,True,False,False,False,False
411_14-023,True,True,False,True,False,False,False,False
411_14-024,True,True,False,True,False,False,False,False
411_14-025,True,True,False,True,False,False,False,False
411_14-026,True,True,False,True,False,False,False,False
411_14-027,True,True,False,True,False,False,False,False
411_14-028,True,True,False,True,False,False,False,False
411_14-029,True,True,False,True,False,False,False,False
411_14-030,True,True,False,True,False,False,False,False
411_14-031,True,True,False,True,False,False,False,False
411_14-032,True,True,False,True,False,False,False,False
411_14-033,True,True,False,True,False,False,False,False
411_14-034,True,True,False,True,False,False,False,False
411_14-035,True,True,False,True,False,False,False,False
411_14-036,True,True,False,True,False,False,False,False
411_14-037,True,True,False,True,False,False,False,False
411_14-038,True,True,False,True,False,False,False,False
411_14-039,True,True,False,True,False,False,False,False
411_14-040,True,True,False,True,False,False,False,False
411_14-041,True,True,False,True,False,False,False,False
411_14-042,True,True,False,True,False,False,False,False
411_14-043,True,True,False,True,False,False,False,False
411_14-044,True,True,False,True,False,False,False,False
411_14-045,True,True,False,True,False,False,False,False
411_14-046,True,True,False,True,False,False,False,False
411_14-047,True,True,False,True,False,False,False,False
411_14-048,True,True,False,True,False,False,False,False
411_14-049,True,True,False,True,False,False,False,False
411_14-050,True,True,False,True,False,False,False,False
411_14-051,True,True,False,True,False,False,False,False
411_14-052,True,True,False,True,False,False,False,False
411_14-053,True,True,False,True,False,False,False,False
411_14-054,True,True,False,True,False,False,False,False
411_14-055,True,True,False,True,False,False,False,False
411_14-056,True,True,False,True,False,False,False,False
411_14-057,True,True,False,True,False,False,False,False
411_14-058,True,True,False,True,False,False,False,False
411_14-059,True,True,False,True,False,False,False,False
411_14-060,True,True,False,True,False,False,False,False
411_14-061,True,True,False,True,False,False,False,False
411_14-062,True,True,False,True,False,False,False,False
411_14-063,True,True,False,True,False,False,False,False
411_14-064,True,True,False,True,False,False,False,False
411_14-065,True,True,False,True,False,False,False,False
411_14-066,True,True,False,True,False,False,False,False
411_14-067,True,True,False,True,False,False,False,False
411_14-068,True,True,False,True,False,False,False,False
411_14-069,True,True,False,True,False,False,False,False
411_14-070,True,True,False,True,False,False,False,False
411_14-071,True,True,False,True,False,False,False,False
411_14-072,True,True,False,True,False,False,False,False
411_14-073,True,True,False,True,False,False,False,False
411_14-074,True,True,False,True,False,False,False,False
411_14-075,True,True,False,True,False,False,False,False
411_14-076,True,True,False,True,False,False,False,False
411_14-077,True,True,False,True,False,False,False,False
411_14-078,True,True,False,True,False,False,False,False
411_14-079,True,True,False,True,False,False,False,False
411_14-080,True,True,False,True,False,False,False,False
411_15-000,True,True,False,True,False,False,False,False
411_15-001,True,True,False,True,False,False,False,False
411_15-002,True,True,False,True,False,False,False,False
411_15-003,True,True,False,True,False,False,False,False
411_15-004,True,True,False,True,False,False,False,False
411_15-005,True,True,False,True,False,False,False,False
411_15-006,True,True,False,True,False,False,False,False
411_15-007,True,True,False,True,False,False,False,False
411_15-008,True,True,False,True,False,False,False,False
411_15-009,True,True,False,True,False,False,False,False
411_15-010,True,True,False,True,False,False,False,False
411_15-011,True,True,False,True,False,False,False,False
411_15-012,True,True,False,True,False,False,False,False
411_15-013,True,True,False,True,False,False,False,False
411_15-014,True,True,False,True,False,False,False,False
411_15-015,True,True,False,True,False,False,False,False
411_15-016,True,True,False,True,False,False,False,False
411_15-017,True,True,False,True,False,False,False,False
411_15-018,True,True,False,True,False,False,False,False
411_15-019,True,True,False,True,False,False,False,False
411_15-020,True,True,False,True,False,False,False,False
411_15-021,True,True,False,True,False,False,False,False
411_15-022,True,True,False,True,False,False,False,False
411_15-023,True,True,False,True,False,False,False,False
411_15-024,True,True,False,True,False,False,False,False
411_15-025,True,True,False,True,False,False,False,False
411_15-026,True,True,False,True,False,False,False,False
411_15-027,True,True,False,True,False,False,False,False
411_15-028,True,True,False,True,False,False,False,False
411_15-029,True,True,False,True,False,False,False,False
411_15-030,True,True,False,True,False,False,False,False
411_15-031,True,True,False,True,False,False,False,False
411_15-032,True,True,False,True,False,False,False,False
411_15-033,True,True,False,True,False,False,False,False
411_15-034,True,True,False,True,False,False,False,False
411_15-035,True,True,False,True,False,False,False,False
411_15-036,True,True,False,True,False,False,False,False
411_15-037,True,True,False,True,False,False,False,False
411_15-038,True,True,False,True,False,False,False,False
411_15-039,True,True,False,True,False,False,False,False
411_15-040,True,True,False,True,False,False,False,False
411_15-041,True,True,False,True,False,False,False,False
411_15-042,True,True,False,True,False,False,False,False
411_15-043,True,True,False,True,False,False,False,False
411_15-044,True,True,False,True,False,False,False,False
411_15-045,True,True,False,True,False,False,False,False
411_15-046,True,True,False,True,False,False,False,False
411_15-047,True,True,False,True,False,False,False,False
411_15-048,True,True,False,True,False,False,False,False
411_15-049,True,True,False,True,False,False,False,False
411_15-050,True,True,False,True,False,False,False,False
411_15-051,True,True,False,True,False,False,False,False
411_15-052,True,True,False,True,False,False,False,False
411_15-053,True,True,False,True,False,False,False,False
411_15-054,True,True,False,True,False,False,False,False
411_15-055,True,True,False,True,False,False,False,False
411_15-056,True,True,False,True,False,False,False,False
411_15-057,True,True,False,True,False,False,False,False
411_15-058,True,True,False,True,False,False,False,False
411_15-059,True,True,False,True,False,False,False,False
411_15-060,True,True,False,True,False,False,False,False
411_15-061,True,True,False,True,False,False,False,False
411_15-062,True,True,False,True,False,False,False,False
411_15-063,True,True,False,True,False,False,False,False
411_15-064,True,True,False,True,False,False,False,False
411_15-065,True,True,False,True,False,False,False,False
411_15-066,True,True,False,True,False,False,False,False
411_15-067,True,True,False,True,False,False,False,False
411_15-068,True,True,False,True,False,False,False,False
411_15-069,True,True,False,True,False,False,False,False
411_15-070,True,True,False,True,False,False,False,False
411_15-071,True,True,False,True,False,False,False,False
411_15-072,True,True,False,True,False,False,False,False
411_15-073,True,True,False,True,False,False,False,False
411_15-074,True,True,False,True,False,False,False,False
411_15-075,True,True,False,True,False,False,False,False
411_15-076,True,True,False,True,False,False,False,False
411_15-077,True,True,False,True,False,False,False,False
411_15-078,True,True,False,True,False,False,False,False
411_15-079,True,True,False,True,False,False,False,False
411_15-080,True,True,False,True,False,False,False,False
411_16-000,True,True,False,True,False,False,False,False
411_16-001,True,True,False,True,False,False,False,False
411_16-002,True,True,False,True,False,False,False,False
411_16-003,True,True,False,True,False,False,False,False
411_16-004,True,True,False,True,False,False,False,False
411_16-005,True,True,False,True,False,False,False,False
411_16-006,True,True,False,True,False,False,False,False
411_16-007,True,True,False,True,False,False,False,False
411_16-008,True,True,False,True,False,False,False,False
411_16-009,True,True,False,True,False,False,False,False
411_16-010,True,True,False,True,False,False,False,False
411_16-011,True,True,False,True,False,False,False,False
411_16-012,True,True,False,True,False,False,False,False
411_16-013,True,True,False,True,False,False,False,False
411_16-014,True,True,False,True,False,False,False,False
411_16-015,True,True,False,True,False,False,False,False
411_16-016,True,True,False,True,False,False,False,False
411_16-017,True,True,False,True,False,False,False,False
411_16-018,True,True,False,True,False,False,False,False
411_16-019,True,True,False,True,False,False,False,False
411_16-020,True,True,False,True,False,False,False,False
411_16-021,True,True,False,True,False,False,False,False
411_16-022,True,True,False,True,False,False,False,False
411_16-023,True,True,False,True,False,False,False,False
411_16-024,True,True,False,True,False,False,False,False
411_16-025,True,True,False,True,False,False,False,False
411_16-026,True,True,False,True,False,False,False,False
411_16-027,True,True,False,True,False,False,False,False
411_16-028,True,True,False,True,False,False,False,False
411_16-029,True,True,False,True,False,False,False,False
411_16-030,True,True,False,True,False,False,False,False
411_16-031,True,True,False,True,False,False,False,False
411_16-032,True,True,False,True,False,False,False,False
411_16-033,True,True,False,True,False,False,False,False
411_16-034,True,True,False,True,False,False,False,False
411_16-035,True,True,False,True,False,False,False,False
411_16-036,True,True,False,True,False,False,False,False
411_16-037,True,True,False,True,False,False,False,False
411_16-038,True,True,False,True,False,False,False,False
411_16-039,True,True,False,True,False,False,False,False
411_16-040,True,True,False,True,False,False,False,False
411_16-041,True,True,False,True,False,False,False,False
411_16-042,True,True,False,True,False,False,False,False
411_16-043,True,True,False,True,False,False,False,False
411_16-044,True,True,False,True,False,False,False,False
411_16-045,True,True,False,True,False,False,False,False
411_16-046,True,True,False,True,False,False,False,False
411_16-047,True,True,False,True,False,False,False,False
411_16-048,True,True,False,True,False,False,False,False
411_16-049,True,True,False,True,False,False,False,False
411_16-050,True,True,False,True,False,False,False,False
411_16-051,True,True,False,True,False,False,False,False
411_16-052,True,True,False,True,False,False,False,False
411_16-053,True,True,False,True,False,False,False,False
411_16-054,True,True,False,True,False,False,False,False
411_16-055,True,True,False,True,False,False,False,False
411_16-056,True,True,False,True,False,False,False,False
411_16-057,True,True,False,True,False,False,False,False
411_16-058,True,True,False,True,False,False,False,False
411_16-059,True,True,False,True,False,False,False,False
411_16-060,True,True,False,True,False,False,False,False
411_16-061,True,True,False,True,False,False,False,False
411_16-062,True,True,False,True,False,False,False,False
411_16-063,True,True,False,True,False,False,False,False
411_16-064,True,True,False,True,False,False,False,False
411_16-065,True,True,False,True,False,False,False,False
411_16-066,True,True,False,True,False,False,False,False
411_16-067,True,True,False,True,False,False,False,False
411_16-068,True,True,False,True,False,False,False,False
411_16-069,True,True,False,True,False,False,False,False
411_16-070,True,True,False,True,False,False,False,False
411_16-071,True,True,False,True,False,False,False,False
411_16-072,True,True,False,True,False,False,False,False
411_16-073,True,True,False,True,False,False,False,False
411_16-074,True,True,False,True,False,False,False,False
411_16-075,True,True,False,True,False,False,False,False
411_16-076,True,True,False,True,False,False,False,False
411_16-077,True,True,False,True,False,False,False,False
411_16-078,True,True,False,True,False,False,False,False
411_16-079,True,True,False,True,False,False,False,False
411_16-080,True,True,False,True,False,False,False,False
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-000,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-001,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-002,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-003,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-004,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-005,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-006,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-007,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-008,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-009,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-010,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-011,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-012,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-013,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-014,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-015,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-016,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-017,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-018,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-019,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-020,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-021,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-022,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-023,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-024,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-025,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-026,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-027,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-028,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-029,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-030,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-031,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-032,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-033,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-034,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-035,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-036,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-037,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-038,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-039,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-040,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-041,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-042,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-043,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-044,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-045,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-046,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-047,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-048,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-049,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-050,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-051,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-052,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-053,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-054,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-055,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-056,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-057,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-058,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-059,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-060,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-061,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-062,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-063,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-064,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-065,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-066,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-067,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-068,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-069,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-070,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-071,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-072,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-073,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-074,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-075,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-076,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-077,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-078,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-079,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t01-080,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-000,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-001,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-002,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-003,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-004,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-005,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-006,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-007,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-008,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-009,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-010,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-011,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-012,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-013,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-014,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-015,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-016,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-017,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-018,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-019,True,True,False,False,False,False,False,True
422_250710_DermalCells_InVivo_LvolarForearm_Mosaic02_4x4_FOV600_z105_32Sp_z01_t02-020,True,True,False,False,False,False,False,True
